Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent ()
495,501.0,2.46,6.66,-500.93,24006.0,64096.0
496,485.04,2.5,4.16,-702.77,24517.0,63243.0
497,470.31,2.52,0.64,-729.06,24903.0,62993.0
498,453.45,2.52,-3.0,-714.6,25175.0,63076.0
499,447.87,2.51,-6.58,-408.72,25205.0,2308.0
500,447.35,2.47,-8.62,-83.25,25067.0,2470.0
501,454.49,2.43,-9.04,273.58,24824.0,1054.0
502,474.5,2.38,-7.67,717.67,24426.0,2434.0
503,489.76,2.35,-4.08,817.53,23999.0,2412.0
504,502.86,2.33,0.01,752.22,23572.0,2484.0
505,508.93,2.33,3.77,497.42,23265.0,2629.0
506,509.05,2.34,6.26,175.76,23250.0,65333.0
507,506.98,2.38,7.13,-78.62,23390.0,64747.0
508,505.69,2.41,6.74,-207.82,23677.0,63665.0
509,495.29,2.45,5.7,-446.66,24010.0,63473.0
510,489.26,2.47,3.47,-458.01,24356.0,62877.0
511,477.26,2.49,1.18,-538.39,24676.0,63069.0
512,463.59,2.5,-1.51,-566.15,24906.0,62666.0
513,457.31,2.49,-4.34,-378.43,24981.0,63069.0
514,456.31,2.47,-6.24,-122.22,24892.0,1850.0
515,460.66,2.44,-6.85,150.58,24787.0,62293.0
516,470.26,2.4,-6.09,404.13,24461.0,1106.0
517,485.33,2.37,-4.07,625.42,24140.0,735.0
518,492.72,2.35,-0.95,542.12,23811.0,2073.0
519,499.69,2.35,1.76,429.26,23537.0,2454.0
520,499.78,2.36,3.91,181.28,23449.0,64824.0
521,500.84,2.38,4.82,33.46,23565.0,62392.0
522,497.62,2.4,4.98,-143.93,23713.0,63346.0
523,494.91,2.42,4.26,-225.87,23979.0,62522.0
524,484.45,2.45,3.13,-407.27,24219.0,63013.0
525,481.71,2.46,1.1,-321.2,24448.0,62702.0
526,472.75,2.47,-0.51,-361.78,24620.0,62640.0
527,465.78,2.46,-2.32,-310.16,24675.0,63626.0
528,460.12,2.45,-3.87,-221.86,24638.0,65069.0
529,470.83,2.43,-4.98,180.61,24525.0,2018.0
530,473.69,2.41,-4.07,246.95,24356.0,2154.0
531,482.75,2.39,-2.84,386.08,24126.0,1974.0
532,486.02,2.37,-0.91,315.28,23880.0,2917.0
533,492.98,2.37,0.67,315.07,23725.0,2603.0
534,494.6,2.37,2.24,176.59,23677.0,2137.0
535,501.88,2.38,3.13,188.95,23726.0,65072.0
536,490.98,2.4,4.07,-186.09,23822.0,63250.0
537,487.89,2.42,3.14,-236.23,23970.0,63977.0
538,483.27,2.44,1.96,-273.18,24148.0,64475.0
539,484.92,2.45,0.59,-142.89,24352.0,63583.0
540,474.41,2.45,-0.12,-293.49,24453.0,62844.0
541,473.88,2.45,-1.59,-154.91,24485.0,64033.0
542,468.79,2.44,-2.36,-147.57,24479.0,65032.0
543,475.97,2.43,-3.1,117.07,24394.0,2208.0
544,479.55,2.41,-2.52,192.27,24299.0,633.0
545,482.49,2.4,-1.55,205.16,24113.0,2864.0
546,484.0,2.39,-0.53,163.83,23973.0,2960.0
547,490.05,2.39,0.29,213.61,23900.0,2360.0
548,487.03,2.39,1.36,40.5,23884.0,65263.0
549,496.03,2.4,1.56,173.09,23902.0,298.0
550,486.81,2.41,2.43,-129.03,23986.0,62843.0
551,484.41,2.42,1.78,-161.02,24062.0,62930.0
552,479.51,2.43,0.98,-214.17,24168.0,62665.0
553,483.84,2.43,-0.09,-39.98,24280.0,62948.0
554,477.23,2.43,-0.29,-150.31,24321.0,63831.0
555,478.99,2.43,-1.05,-34.13,24310.0,58.0
556,473.25,2.42,-1.22,-111.03,24288.0,64851.0
557,479.24,2.42,-1.77,88.66,24226.0,2322.0
558,482.22,2.41,-1.33,139.45,24165.0,1709.0
559,486.01,2.4,-0.63,172.02,24101.0,943.0
560,477.83,2.4,0.23,-65.02,24005.0,2292.0
561,482.81,2.4,-0.1,62.54,23982.0,836.0
562,486.52,2.4,0.22,107.32,24002.0,13.0
563,484.98,2.4,0.75,18.52,23999.0,65232.0
564,487.84,2.41,0.85,51.47,24008.0,496.0
565,483.75,2.41,1.1,-73.01,24052.0,64317.0
566,483.92,2.41,0.74,-55.04,24097.0,63467.0
567,482.88,2.42,0.46,-63.14,24150.0,63618.0
568,485.36,2.42,0.15,8.75,24189.0,63739.0
569,483.03,2.42,0.19,-45.26,24206.0,1423.0
570,480.44,2.42,-0.04,-78.27,24211.0,65476.0
571,481.55,2.42,-0.43,-16.13,24223.0,65322.0
572,479.62,2.42,-0.51,-38.04,24221.0,65426.0
573,477.68,2.42,-0.7,-47.86,24200.0,64876.0
574,478.58,2.41,-0.94,8.15,24168.0,65140.0
575,480.87,2.41,-0.9,68.53,24126.0,65533.0
576,481.96,2.41,-0.55,74.01,24083.0,273.0
577,483.27,2.4,-0.18,74.22,24034.0,1738.0
578,479.97,2.4,0.19,-25.16,24011.0,65384.0
579,483.2,2.4,0.06,48.32,24007.0,65243.0
580,488.03,2.4,0.3,119.5,24013.0,216.0
581,482.03,2.4,0.9,-66.33,24015.0,334.0
582,483.06,2.41,0.57,-30.65,24040.0,139.0
583,482.23,2.41,0.42,-43.24,24094.0,63493.0
584,485.02,2.41,0.2,25.89,24118.0,64958.0
585,481.39,2.41,0.33,-63.74,24129.0,643.0
586,480.35,2.42,0.01,-59.31,24140.0,65506.0
587,483.38,2.42,-0.29,30.77,24158.0,690.0
588,480.82,2.41,-0.13,-30.08,24158.0,65472.0
589,477.2,2.41,-0.28,-84.76,24147.0,64960.0
590,481.33,2.41,-0.71,45.89,24140.0,64996.0
591,481.77,2.41,-0.48,45.73,24120.0,65135.0
592,482.96,2.41,-0.25,56.31,24080.0,1228.0
593,477.6,2.41,0.03,-74.06,24055.0,534.0
594,481.48,2.41,-0.34,39.79,24046.0,208.0
595,484.43,2.4,-0.14,85.67,24047.0,65459.0
596,478.27,2.4,0.29,-77.62,24040.0,64592.0
597,478.33,2.4,-0.1,-43.34,24033.0,65127.0
598,486.3,2.4,-0.31,139.6,24041.0,33.0
599,479.33,2.4,0.38,-63.34,24038.0,65160.0
600,477.22,2.4,0.07,-81.54,24020.0,554.0
601,481.43,2.41,-0.34,42.12,24040.0,1075.0
602,482.05,2.4,-0.13,40.23,24045.0,65195.0
603,476.62,2.4,0.07,-85.74,24032.0,64643.0
604,480.42,2.4,-0.36,31.59,24023.0,65331.0
605,484.84,2.4,-0.2,111.35,24023.0,65471.0
606,479.2,2.4,0.36,-53.12,24008.0,64681.0
607,480.69,2.4,0.09,-3.86,23997.0,65448.0
608,487.26,2.4,0.07,127.64,24012.0,753.0
609,483.18,2.4,0.71,-19.29,24015.0,490.0
610,485.69,2.41,0.61,26.37,24019.0,406.0
611,485.01,2.41,0.75,-12.73,24068.0,65120.0
612,477.39,2.41,0.68,-173.7,24099.0,64485.0
613,476.07,2.42,-0.19,-126.8,24136.0,64819.0
614,482.06,2.42,-0.82,60.17,24170.0,64068.0
615,480.88,2.41,-0.52,22.75,24154.0,65364.0
616,478.33,2.41,-0.41,-29.09,24103.0,2100.0
617,475.77,2.41,-0.55,-57.77,24078.0,1469.0
618,480.44,2.4,-0.84,75.52,24062.0,65308.0
619,483.02,2.4,-0.46,106.22,24035.0,64609.0
620,480.45,2.4,0.07,11.02,23986.0,64666.0
621,479.83,2.4,0.12,-8.38,23963.0,298.0
622,482.59,2.4,0.08,48.69,23971.0,194.0
623,484.84,2.4,0.33,67.63,23983.0,65489.0
624,481.38,2.4,0.66,-41.84,23986.0,65272.0
625,481.68,2.4,0.45,-28.25,24004.0,371.0
626,482.15,2.41,0.31,-13.74,24042.0,190.0
627,482.66,2.41,0.24,-3.02,24061.0,544.0
628,479.16,2.41,0.23,-76.35,24071.0,801.0
629,480.74,2.41,-0.15,-11.15,24088.0,65528.0
630,483.35,2.41,-0.21,49.62,24099.0,266.0
631,476.49,2.41,0.04,-108.2,24095.0,65176.0
632,479.62,2.41,-0.5,7.68,24080.0,65139.0
633,483.55,2.41,-0.46,92.48,24079.0,37.0
634,480.16,2.4,-0.0,-12.21,24050.0,100.0
635,479.95,2.4,-0.06,-10.27,24031.0,65364.0
636,482.43,2.4,-0.11,45.67,24034.0,65445.0
637,480.84,2.4,0.12,-6.67,24033.0,63954.0
638,480.81,2.4,0.08,-6.29,24023.0,65090.0
639,480.28,2.4,0.05,-15.38,24025.0,65487.0
640,480.68,2.4,-0.03,-0.68,24032.0,29.0
641,480.11,2.4,-0.03,-11.37,24038.0,65114.0
642,479.54,2.4,-0.09,-16.32,24038.0,63760.0
643,479.71,2.4,-0.17,-3.23,24035.0,65006.0
644,478.42,2.4,-0.18,-23.92,24031.0,65346.0
645,478.17,2.4,-0.3,-13.25,24015.0,65362.0
646,477.31,2.4,-0.37,-17.72,24008.0,65445.0
647,482.29,2.4,-0.46,98.02,23993.0,65174.0
648,481.31,2.4,0.03,38.61,23978.0,65029.0
649,480.96,2.4,0.22,11.61,23953.0,64070.0
650,482.06,2.4,0.28,23.3,23953.0,65406.0
651,485.79,2.4,0.4,80.76,23961.0,1057.0
652,480.6,2.4,0.8,-71.4,23984.0,1314.0
653,479.97,2.4,0.45,-64.43,24008.0,64715.0
654,483.05,2.41,0.12,20.47,24051.0,64888.0
655,481.24,2.41,0.23,-28.5,24066.0,1775.0
656,479.42,2.41,0.08,-55.19,24069.0,6.0
657,480.7,2.41,-0.19,-3.59,24081.0,507.0
658,481.2,2.41,-0.21,12.0,24092.0,64945.0
659,478.86,2.41,-0.15,-36.48,24082.0,64527.0
660,477.55,2.41,-0.33,-41.54,24062.0,65384.0
661,479.02,2.4,-0.54,15.24,24058.0,174.0
662,479.72,2.4,-0.46,32.55,24038.0,65022.0
663,480.77,2.4,-0.3,46.58,24006.0,1028.0
664,478.57,2.4,-0.07,-14.64,23986.0,30.0
665,480.13,2.4,-0.14,25.18,23975.0,64623.0
666,481.83,2.4,-0.02,49.44,23976.0,63725.0
667,479.13,2.4,0.23,-29.03,23961.0,65449.0
668,480.1,2.4,0.09,0.27,23960.0,206.0
669,482.53,2.4,0.09,47.03,23978.0,65531.0
670,481.06,2.4,0.32,-7.6,23983.0,65412.0
671,476.87,2.4,0.28,-94.16,23985.0,46.0
672,481.04,2.4,-0.19,30.82,24002.0,83.0
673,482.22,2.4,-0.03,42.72,24014.0,428.0
674,475.49,2.4,0.18,-112.61,24009.0,65383.0
675,480.38,2.4,-0.38,37.77,24008.0,65088.0
676,483.6,2.4,-0.19,90.85,24011.0,65446.0
677,478.84,2.4,0.26,-45.86,23992.0,30.0
678,479.63,2.4,0.03,-12.28,23985.0,65381.0
679,486.29,2.4,-0.03,126.38,23996.0,351.0
680,480.52,2.4,0.6,-51.75,24000.0,65474.0
681,480.01,2.4,0.34,-48.04,23999.0,261.0
682,481.57,2.41,0.1,0.39,24034.0,64326.0
683,482.84,2.41,0.11,23.46,24045.0,272.0
684,477.72,2.41,0.22,-92.91,24048.0,382.0
685,477.67,2.41,-0.24,-51.88,24056.0,322.0
686,482.42,2.41,-0.5,73.87,24067.0,401.0
687,474.96,2.4,-0.13,-102.26,24058.0,65031.0
688,476.06,2.4,-0.64,-26.36,24031.0,423.0
689,479.45,2.4,-0.77,67.38,24026.0,64607.0
690,479.7,2.4,-0.44,54.15,23983.0,1020.0
691,481.94,2.39,-0.17,80.59,23944.0,65395.0
692,477.95,2.39,0.24,-36.11,23928.0,64991.0
693,482.38,2.39,0.06,65.79,23923.0,65434.0
694,485.11,2.39,0.38,86.49,23930.0,216.0
695,479.38,2.4,0.82,-79.0,23933.0,252.0
696,481.53,2.4,0.42,-12.84,23955.0,758.0
697,478.14,2.4,0.36,-82.73,24006.0,64010.0
698,484.87,2.4,-0.06,86.09,24020.0,780.0
699,477.48,2.4,0.37,-103.76,24040.0,111.0
700,477.05,2.41,-0.14,-67.88,24038.0,65205.0
701,481.31,2.41,-0.48,54.14,24053.0,402.0
702,476.78,2.4,-0.21,-53.91,24044.0,51.0
703,476.95,2.4,-0.48,-19.17,24016.0,65261.0
704,478.44,2.4,-0.58,29.75,24010.0,65245.0
705,481.66,2.4,-0.43,90.94,23985.0,64762.0
706,480.66,2.39,0.03,34.0,23952.0,110.0
707,478.48,2.39,0.2,-27.14,23931.0,65520.0
708,482.46,2.4,0.06,62.11,23934.0,65386.0
709,481.9,2.4,0.37,18.63,23946.0,65527.0
710,480.0,2.4,0.46,-35.95,23950.0,65392.0
711,479.67,2.4,0.28,-33.82,23970.0,65507.0
712,480.58,2.4,0.11,-4.45,23996.0,65397.0
713,480.52,2.4,0.09,-5.63,24009.0,65184.0
714,477.57,2.4,0.06,-63.7,24010.0,281.0
715,479.1,2.4,-0.25,-2.65,24014.0,65468.0
716,481.61,2.4,-0.27,54.15,24016.0,1556.0
717,477.25,2.4,0.0,-54.85,24010.0,65524.0
718,478.91,2.4,-0.27,5.73,23995.0,109.0
719,481.15,2.4,-0.24,53.05,23994.0,65402.0
720,478.36,2.4,0.02,-24.45,23981.0,65117.0
721,480.68,2.4,-0.1,33.69,23966.0,206.0
722,482.22,2.4,0.07,49.8,23964.0,64.0
723,479.5,2.4,0.32,-30.86,23959.0,258.0
724,480.72,2.4,0.16,2.44,23962.0,528.0
725,481.52,2.4,0.18,13.99,23985.0,433.0
726,479.35,2.4,0.25,-39.83,23991.0,463.0
727,477.11,2.4,0.05,-69.75,24001.0,190.0
728,480.8,2.4,-0.3,38.16,24013.0,1147.0
729,477.6,2.4,-0.11,-38.89,24014.0,348.0
730,474.2,2.4,-0.31,-85.24,24004.0,64471.0
731,477.83,2.4,-0.73,36.02,23996.0,64752.0
732,477.96,2.39,-0.55,35.22,23981.0,63846.0
733,481.42,2.39,-0.38,97.96,23935.0,676.0
734,477.92,2.39,0.11,-13.45,23908.0,463.0
735,478.23,2.39,0.05,-2.91,23894.0,64553.0
736,486.35,2.39,0.03,159.98,23899.0,65507.0
737,479.06,2.39,0.83,-66.49,23901.0,65521.0
738,478.08,2.4,0.5,-69.3,23902.0,328.0
739,477.83,2.4,0.15,-49.77,23953.0,63165.0
740,484.45,2.4,-0.1,104.42,23978.0,374.0
741,476.71,2.4,0.43,-100.54,23982.0,65349.0
742,473.42,2.4,-0.08,-124.58,23978.0,65252.0
743,482.36,2.4,-0.7,117.97,23993.0,597.0
744,477.72,2.4,-0.11,-19.92,23987.0,794.0
745,477.74,2.4,-0.21,-7.29,23952.0,89.0
746,476.51,2.39,-0.25,-24.01,23952.0,809.0
747,479.85,2.39,-0.37,59.65,23943.0,65044.0
748,481.17,2.39,-0.07,63.45,23928.0,65132.0
749,479.13,2.39,0.25,-7.68,23907.0,65390.0
750,479.71,2.39,0.21,2.87,23903.0,65180.0
751,484.09,2.39,0.23,84.65,23920.0,1050.0
752,479.74,2.39,0.65,-49.15,23930.0,281.0
753,478.51,2.4,0.4,-62.1,23942.0,598.0
754,477.05,2.4,0.09,-68.32,23980.0,64321.0
755,482.3,2.4,-0.25,68.91,23998.0,422.0
756,475.8,2.4,0.1,-90.52,23999.0,27.0
757,473.89,2.4,-0.36,-85.36,23985.0,60.0
758,482.12,2.4,-0.78,129.07,23988.0,992.0
759,476.6,2.39,-0.14,-30.18,23974.0,65125.0
760,478.01,2.39,-0.29,15.92,23927.0,2007.0
761,477.6,2.39,-0.21,5.56,23927.0,65184.0
762,480.68,2.39,-0.18,68.58,23909.0,771.0
763,478.65,2.39,0.16,-2.66,23900.0,64894.0
764,478.84,2.39,0.15,-0.86,23895.0,65311.0
765,483.44,2.39,0.14,88.7,23898.0,108.0
766,480.31,2.39,0.59,-21.25,23905.0,64788.0
767,479.18,2.4,0.48,-44.99,23914.0,65382.0
768,479.19,2.4,0.26,-31.79,23952.0,172.0
769,479.93,2.4,0.1,-6.25,23976.0,65526.0
770,478.12,2.4,0.07,-41.16,23983.0,65535.0
771,476.06,2.4,-0.14,-63.13,23985.0,137.0
772,479.58,2.4,-0.46,41.51,23988.0,230.0
773,477.11,2.4,-0.25,-19.38,23985.0,14.0
774,477.31,2.4,-0.35,-0.72,23958.0,65265.0
775,476.3,2.39,-0.35,-13.67,23949.0,64695.0
776,479.86,2.39,-0.42,71.21,23930.0,64848.0
777,478.73,2.39,-0.06,21.49,23911.0,65183.0
778,476.65,2.39,0.05,-29.75,23890.0,64843.0
779,480.22,2.39,-0.1,55.59,23890.0,64963.0
780,481.53,2.39,0.18,56.15,23892.0,65149.0
781,477.44,2.39,0.46,-57.26,23887.0,64913.0
782,479.78,2.39,0.17,8.93,23894.0,92.0
783,479.26,2.39,0.21,-9.21,23919.0,42.0
784,478.45,2.39,0.17,-25.1,23926.0,65438.0
785,477.89,2.4,0.04,-27.16,23934.0,563.0
786,477.73,2.4,-0.09,-17.65,23944.0,264.0
787,477.83,2.39,-0.18,-5.05,23948.0,164.0
788,476.78,2.39,-0.21,-19.92,23947.0,604.0
789,477.42,2.39,-0.31,6.99,23934.0,65386.0
790,478.17,2.39,-0.27,24.69,23925.0,65199.0
791,479.46,2.39,-0.15,43.59,23906.0,176.0
792,476.61,2.39,0.07,-32.38,23895.0,64815.0
793,482.09,2.39,-0.09,91.98,23888.0,10.0
794,478.55,2.39,0.37,-22.94,23891.0,65031.0
795,478.35,2.39,0.25,-22.86,23886.0,65084.0
796,483.01,2.39,0.14,76.71,23900.0,905.0
797,477.27,2.39,0.52,-79.16,23914.0,65473.0
798,478.53,2.4,0.13,-24.85,23927.0,65247.0
799,477.48,2.4,0.0,-36.16,23954.0,600.0
800,478.9,2.4,-0.18,10.42,23956.0,65533.0
801,474.86,2.4,-0.13,-72.1,23956.0,204.0
802,475.54,2.39,-0.49,-19.9,23951.0,65228.0
803,479.03,2.39,-0.59,69.56,23946.0,65420.0
804,477.42,2.39,-0.24,14.24,23916.0,65464.0
805,477.82,2.39,-0.17,19.9,23881.0,346.0
806,477.49,2.39,-0.07,6.7,23876.0,65029.0
807,480.76,2.39,-0.03,70.15,23872.0,64261.0
808,479.75,2.39,0.32,15.37,23869.0,64629.0
809,478.04,2.39,0.39,-32.83,23866.0,64730.0
810,482.01,2.39,0.23,55.12,23875.0,65531.0
811,478.84,2.39,0.51,-40.41,23897.0,185.0
812,478.07,2.39,0.3,-45.72,23906.0,1094.0
813,476.96,2.4,0.07,-51.07,23938.0,417.0
814,480.4,2.4,-0.18,41.64,23953.0,284.0
815,475.33,2.4,0.03,-76.81,23955.0,65406.0
816,473.39,2.4,-0.36,-77.78,23949.0,138.0
817,480.25,2.39,-0.75,105.41,23949.0,65292.0
818,477.57,2.39,-0.22,14.02,23929.0,64679.0
819,478.17,2.39,-0.15,23.41,23888.0,64973.0
820,476.8,2.39,-0.03,-12.77,23878.0,65029.0
821,481.7,2.39,-0.09,92.27,23873.0,65251.0
822,479.95,2.39,0.37,13.05,23874.0,64545.0
823,477.44,2.39,0.43,-51.02,23870.0,65114.0
824,481.44,2.39,0.18,45.75,23883.0,708.0
825,481.64,2.39,0.41,23.36,23904.0,866.0
826,476.26,2.39,0.52,-104.09,23916.0,65232.0
827,478.45,2.4,0.0,-18.53,23942.0,51.0
828,478.98,2.4,-0.09,1.13,23967.0,64698.0
829,475.65,2.4,-0.09,-64.2,23961.0,50.0
830,473.18,2.4,-0.41,-79.65,23960.0,65082.0
831,477.6,2.39,-0.8,56.7,23955.0,140.0
832,477.98,2.39,-0.52,51.98,23934.0,65521.0
833,477.78,2.39,-0.26,32.4,23888.0,2002.0
834,474.98,2.39,-0.1,-34.57,23865.0,64684.0
835,481.46,2.39,-0.27,114.33,23852.0,65000.0
836,479.57,2.38,0.3,24.74,23845.0,65464.0
837,476.17,2.39,0.42,-61.65,23835.0,95.0
838,481.41,2.39,0.12,65.47,23846.0,140.0
839,480.56,2.39,0.44,13.43,23871.0,1738.0
840,477.05,2.39,0.51,-72.25,23877.0,114.0
841,478.35,2.39,0.15,-20.33,23901.0,495.0
842,478.08,2.39,0.05,-18.59,23928.0,447.0
843,477.61,2.39,-0.05,-19.53,23933.0,236.0
844,474.29,2.39,-0.14,-75.27,23934.0,265.0
845,477.51,2.39,-0.52,29.58,23933.0,360.0
846,477.74,2.39,-0.37,29.85,23929.0,65533.0
847,478.39,2.39,-0.22,35.36,23898.0,65095.0
848,475.6,2.39,-0.05,-33.69,23877.0,64655.0
849,479.32,2.39,-0.21,58.52,23872.0,64977.0
850,482.37,2.39,0.08,94.52,23869.0,65417.0
851,476.54,2.39,0.55,-70.94,23856.0,65451.0
852,478.25,2.39,0.2,-12.15,23855.0,64823.0
853,481.91,2.39,0.14,63.17,23892.0,65161.0
854,480.47,2.39,0.45,0.0,23897.0,339.0
855,475.25,2.39,0.45,-113.3,23901.0,371.0
856,476.01,2.4,-0.12,-50.59,23931.0,76.0
857,477.01,2.39,-0.37,-2.93,23956.0,64198.0
858,474.5,2.39,-0.38,-44.31,23948.0,65148.0
859,472.2,2.39,-0.6,-60.38,23925.0,64929.0
860,477.59,2.39,-0.91,89.56,23902.0,51.0
861,479.2,2.38,-0.46,95.16,23874.0,64343.0
862,481.06,2.38,0.02,93.98,23819.0,993.0
863,475.71,2.38,0.49,-60.36,23801.0,65282.0
864,481.06,2.38,0.19,67.09,23806.0,65411.0
865,484.19,2.38,0.52,92.42,23836.0,546.0
866,478.78,2.39,0.98,-72.34,23842.0,488.0
867,476.83,2.39,0.62,-94.97,23872.0,3.0
868,476.92,2.4,0.15,-57.98,23931.0,63052.0
869,479.02,2.4,-0.14,9.96,23955.0,65041.0
870,475.6,2.4,-0.09,-60.49,23954.0,252.0
871,471.3,2.39,-0.4,-114.36,23950.0,11.0
872,476.36,2.39,-0.97,51.98,23947.0,65169.0
873,476.74,2.39,-0.71,52.9,23926.0,63669.0
874,479.22,2.38,-0.44,90.35,23864.0,2005.0
875,475.35,2.38,0.01,-23.44,23831.0,679.0
876,477.23,2.38,-0.11,25.83,23814.0,64975.0
877,481.55,2.38,0.02,101.41,23816.0,65319.0
878,478.22,2.38,0.53,-16.27,23814.0,65085.0
879,476.98,2.38,0.45,-43.54,23815.0,64931.0
880,480.84,2.39,0.23,46.49,23842.0,65122.0
881,480.1,2.39,0.46,3.93,23865.0,65502.0
882,477.52,2.39,0.48,-58.74,23875.0,777.0
883,476.36,2.39,0.19,-62.23,23898.0,169.0
884,477.44,2.39,-0.12,-13.18,23927.0,64625.0
885,478.96,2.39,-0.19,26.23,23930.0,713.0
886,473.63,2.39,-0.06,-89.6,23927.0,65295.0
887,475.26,2.39,-0.51,-11.04,23917.0,65018.0
888,479.14,2.39,-0.56,82.29,23909.0,383.0
889,475.33,2.39,-0.15,-23.97,23881.0,65173.0
890,474.57,2.39,-0.27,-24.04,23854.0,65387.0
891,478.98,2.38,-0.39,81.65,23847.0,29.0
892,478.57,2.38,0.02,40.31,23839.0,64816.0
893,476.54,2.38,0.22,-20.61,23817.0,65134.0
894,478.08,2.38,0.12,15.97,23818.0,64947.0
895,481.02,2.38,0.2,64.56,23827.0,71.0
896,477.19,2.39,0.52,-48.15,23833.0,72.0
897,477.39,2.39,0.28,-30.59,23843.0,235.0
898,475.69,2.39,0.12,-54.69,23876.0,65109.0
899,478.88,2.39,-0.15,33.86,23888.0,478.0
900,475.4,2.39,0.02,-49.72,23892.0,580.0
901,472.35,2.39,-0.23,-86.23,23884.0,64941.0
902,479.0,2.39,-0.66,94.46,23883.0,64.0
903,476.41,2.38,-0.19,8.6,23873.0,65280.0
904,480.55,2.38,-0.14,90.83,23833.0,2053.0
905,475.58,2.38,0.31,-51.01,23830.0,64904.0
906,479.38,2.38,0.05,44.18,23823.0,65078.0
907,483.62,2.38,0.28,105.87,23839.0,65414.0
908,476.03,2.39,0.81,-104.36,23841.0,65086.0
909,479.02,2.39,0.28,-8.44,23855.0,273.0
910,477.05,2.39,0.24,-49.35,23902.0,65371.0
911,480.08,2.39,-0.01,31.15,23912.0,163.0
912,473.83,2.39,0.15,-109.3,23926.0,237.0
913,472.93,2.39,-0.4,-75.62,23925.0,64673.0
914,477.87,2.39,-0.77,68.79,23928.0,65392.0
915,473.68,2.39,-0.43,-33.87,23907.0,64763.0
916,477.91,2.39,-0.6,76.23,23865.0,533.0
917,474.85,2.38,-0.22,-11.02,23844.0,65493.0
918,477.31,2.38,-0.27,47.96,23815.0,64685.0
919,478.75,2.38,-0.03,58.34,23808.0,65253.0
920,476.87,2.38,0.26,-7.7,23790.0,65182.0
921,478.62,2.38,0.22,25.97,23790.0,64990.0
922,481.07,2.38,0.35,57.54,23803.0,203.0
923,479.14,2.38,0.64,-16.88,23817.0,30.0
924,477.97,2.39,0.55,-44.44,23836.0,55.0
925,476.7,2.39,0.33,-58.78,23872.0,64778.0
926,478.08,2.39,0.04,-8.24,23899.0,78.0
927,476.87,2.39,-0.0,-29.23,23910.0,834.0
928,473.47,2.39,-0.15,-82.38,23909.0,129.0
929,476.68,2.39,-0.56,26.0,23910.0,425.0
930,476.7,2.39,-0.43,24.74,23904.0,202.0
931,474.43,2.39,-0.31,-24.53,23874.0,109.0
932,474.85,2.38,-0.43,2.42,23855.0,64920.0
933,477.26,2.38,-0.42,57.98,23837.0,65194.0
934,478.74,2.38,-0.13,67.07,23814.0,64778.0
935,475.85,2.38,0.21,-21.63,23791.0,64975.0
936,476.95,2.38,0.1,7.06,23787.0,220.0
937,480.85,2.38,0.13,79.56,23794.0,24.0
938,477.15,2.38,0.53,-36.84,23801.0,65516.0
939,476.25,2.38,0.35,-47.16,23815.0,65535.0
940,478.03,2.39,0.11,5.12,23841.0,361.0
941,476.97,2.39,0.14,-20.83,23859.0,28.0
942,474.44,2.39,0.03,-63.67,23866.0,64985.0
943,476.13,2.39,-0.29,1.22,23870.0,64856.0
944,476.79,2.39,-0.28,19.5,23870.0,64825.0
945,476.34,2.38,-0.18,6.37,23851.0,65453.0
946,474.95,2.38,-0.15,-20.91,23839.0,64620.0
947,478.66,2.38,-0.26,66.85,23831.0,64672.0
948,478.36,2.38,0.08,32.44,23821.0,689.0
949,475.04,2.38,0.24,-51.77,23812.0,64623.0
950,479.64,2.38,-0.02,61.39,23814.0,200.0
951,479.45,2.38,0.29,27.21,23824.0,65484.0
952,477.1,2.38,0.42,-39.18,23823.0,666.0
953,478.61,2.39,0.23,2.23,23841.0,442.0
954,474.88,2.39,0.24,-78.07,23869.0,63849.0
955,476.5,2.39,-0.15,-11.59,23874.0,1398.0
956,474.24,2.39,-0.21,-47.87,23886.0,619.0
957,471.66,2.39,-0.45,-71.44,23877.0,80.0
958,472.12,2.39,-0.8,-17.62,23871.0,64232.0
959,476.79,2.38,-0.89,100.82,23845.0,64536.0
960,480.81,2.38,-0.39,148.65,23796.0,461.0
961,476.35,2.37,0.35,-7.11,23754.0,64920.0
962,476.1,2.38,0.32,-15.62,23737.0,64821.0
963,483.2,2.38,0.24,127.8,23759.0,620.0
964,480.84,2.38,0.88,11.91,23772.0,7.0
965,475.57,2.38,0.94,-117.21,23786.0,935.0
966,476.06,2.39,0.35,-67.45,23839.0,64993.0
967,477.34,2.39,0.02,-15.28,23889.0,64241.0
968,479.75,2.39,-0.06,40.33,23898.0,215.0
969,472.4,2.39,0.14,-125.75,23898.0,78.0
970,473.54,2.39,-0.49,-42.92,23895.0,65153.0
971,478.19,2.39,-0.7,81.34,23897.0,65082.0
972,475.74,2.38,-0.3,5.78,23872.0,155.0
973,473.91,2.38,-0.27,-27.79,23832.0,759.0
974,474.69,2.38,-0.41,7.0,23823.0,64691.0
975,479.08,2.38,-0.37,99.37,23814.0,64294.0
976,477.85,2.38,0.13,32.54,23788.0,65516.0
977,474.52,2.38,0.29,-52.84,23768.0,481.0
978,480.96,2.38,0.02,96.47,23775.0,105.0
979,483.19,2.38,0.51,92.34,23791.0,1532.0
980,472.77,2.38,0.97,-172.39,23793.0,285.0
