Sample Number (10000 samples per second),LoadCell (),X1 (),X2 (),X3 (),EPOSPosition (),EPOSCurrent (),Encoder (),Time (ms)
193,48574.1,31.34,-12.4,4591.89,3.0,11.0,0.0,9771.0
194,48466.45,31.28,10.56,-4307.52,3.0,65532.0,0.0,9821.0
195,48546.9,31.33,-10.97,3733.4,3.0,65533.0,0.0,9872.0
196,48439.03,31.28,7.69,-3837.4,3.0,65518.0,0.0,9922.0
197,48639.12,31.31,-11.49,6869.24,3.0,65532.0,0.0,9972.0
198,48391.05,31.26,22.85,-9985.55,3.0,10.0,0.0,10022.0
199,48592.36,31.37,-27.07,9342.38,3.0,65533.0,0.0,10074.0
200,48508.93,31.24,19.64,-5014.45,3.0,65533.0,0.0,10124.0
201,48525.82,31.33,-5.44,1004.98,3.0,65534.0,0.0,10174.0
202,48502.51,31.31,-0.41,-408.79,3.0,65533.0,0.0,10224.0
203,48578.3,31.3,-2.45,2331.84,3.0,65532.0,0.0,10274.0
204,48471.5,31.29,9.21,-4235.06,3.0,11.0,0.0,10324.0
205,48554.54,31.34,-11.97,3998.44,3.0,65519.0,0.0,10376.0
206,48551.71,31.28,8.02,-1250.2,3.0,11.0,0.0,10426.0
207,48474.32,31.32,1.77,-2395.12,3.0,65532.0,0.0,10476.0
208,48574.94,31.33,-10.2,4268.16,3.0,65532.0,0.0,10527.0
209,48505.26,31.28,11.14,-3499.41,3.0,65533.0,0.0,10577.0
210,48552.71,31.33,-6.36,2090.33,3.0,65533.0,0.0,10628.0
211,48474.01,31.3,4.09,-2563.87,3.0,65519.0,0.0,10678.0
212,48588.54,31.32,-8.73,4313.87,3.0,65533.0,0.0,10728.0
213,48450.03,31.28,12.84,-5546.39,3.0,65518.0,0.0,10779.0
214,48618.87,31.34,-14.89,6586.43,3.0,65519.0,0.0,10829.0
215,48424.13,31.27,18.04,-7746.58,3.0,65534.0,0.0,10880.0
216,48640.26,31.36,-20.69,8686.13,3.0,65533.0,0.0,10930.0
217,48420.76,31.25,22.74,-9078.71,3.0,65532.0,0.0,10981.0
218,48608.63,31.37,-22.65,8234.96,3.0,65518.0,0.0,11031.0
219,48456.75,31.25,18.52,-6613.28,3.0,65534.0,0.0,11081.0
220,48583.19,31.35,-14.55,5359.37,3.0,11.0,0.0,11131.0
221,48476.46,31.27,12.25,-4539.26,3.0,65532.0,0.0,11183.0
222,48557.29,31.33,-10.45,3619.14,3.0,65533.0,0.0,11233.0
223,48503.58,31.28,7.65,-2485.74,3.0,11.0,0.0,11283.0
224,48551.03,31.32,-4.78,1879.1,3.0,10.0,0.0,11333.0
225,48509.54,31.3,4.62,-1755.57,3.0,10.0,0.0,11383.0
226,48543.54,31.32,-4.16,1491.6,3.0,10.0,0.0,11435.0
227,48523.98,31.3,3.3,-987.79,3.0,65533.0,0.0,11485.0
228,48527.73,31.32,-1.64,319.14,3.0,65533.0,0.0,11535.0
229,48535.52,31.31,-0.05,233.69,3.0,65519.0,0.0,11585.0
230,48528.64,31.31,1.12,-367.29,3.0,10.0,0.0,11635.0
231,48523.14,31.31,-0.71,-33.59,3.0,65518.0,0.0,11686.0
232,48540.41,31.31,-0.88,599.51,3.0,65533.0,0.0,11737.0
233,48562.26,31.31,2.12,192.68,3.0,11.0,0.0,11787.0
234,48495.64,31.32,3.08,-2244.04,3.0,65533.0,0.0,11837.0
235,48589.61,31.33,-8.14,3716.5,3.0,65532.0,0.0,11888.0
236,48464.39,31.29,10.44,-4804.98,3.0,65533.0,0.0,11938.0
237,48605.88,31.34,-13.58,5718.75,3.0,8.0,0.0,11988.0
238,48473.94,31.27,15.01,-5670.51,3.0,65533.0,0.0,12039.0
239,48584.95,31.35,-13.34,4828.71,3.0,65521.0,0.0,12090.0
240,48484.33,31.28,10.8,-4155.37,3.0,65518.0,0.0,12140.0
241,48595.64,31.34,-9.98,4326.07,3.0,65519.0,0.0,12190.0
242,48444.53,31.29,11.65,-5630.37,3.0,65532.0,0.0,12240.0
243,48629.87,31.35,-16.5,7302.15,3.0,65532.0,0.0,12292.0
244,48427.64,31.26,20.01,-8248.83,3.0,65534.0,0.0,12342.0
245,48597.86,31.36,-21.23,7595.8,3.0,65533.0,0.0,12392.0
246,48491.13,31.26,16.75,-5201.07,3.0,65533.0,0.0,12442.0
247,48557.83,31.34,-9.26,2973.44,3.0,65533.0,0.0,12492.0
248,48499.38,31.29,5.61,-2269.24,3.0,65533.0,0.0,12544.0
249,48573.95,31.32,-5.74,2762.89,3.0,65532.0,0.0,12594.0
250,48494.19,31.29,8.08,-3300.2,3.0,65533.0,0.0,12644.0
251,48552.78,31.33,-8.42,2787.5,3.0,65532.0,0.0,12694.0
252,48547.97,31.29,5.51,-927.44,3.0,65533.0,0.0,12745.0
253,48499.15,31.32,0.88,-1477.44,3.0,10.0,0.0,12795.0
254,48570.82,31.32,-6.51,2914.45,3.0,65533.0,0.0,12846.0
255,48490.75,31.29,8.06,-3290.62,3.0,65534.0,0.0,12896.0
256,48585.79,31.33,-8.39,3693.16,3.0,65533.0,0.0,12947.0
